commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,tcmt,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr
88e03fdd6326abcb3a183adb53118ded69a13213,1379987164,,,10,17,1,1,1,0.0,true,1.0,52219.0,6.0,2.0,false,7.0,270290.0,11.0,2.0,477.0,1360.0,1798.0,451.0,1191.0,1604.0,134.0,1272.0,1374.0,0.022080471050049063,0.20821066404972194,0.22489368662087011
f37a93dd7ebd4f1cc349e9f74d76a46448d2442c,1372173035,,,64,31,3,2,1,0.6145323368979728,true,6.0,1653541.0,27.0,9.0,false,66.0,66569.0,236.0,2.0,3.0,362.0,362.0,3.0,356.0,356.0,3.0,347.0,347.0,0.0007968127490039841,0.06932270916334661,0.06932270916334661
92b4c34e05770e8b3c31459158a018bdd5449c3e,1380083193,3.0,1.0,27,3,1,2,1,0.8366407419411672,true,2.0,183433.0,14.0,3.0,false,10.0,2262072.5,20.0,2.0,333.0,1020.0,1173.0,315.0,915.0,1060.0,81.0,322.0,339.0,0.21578947368421053,0.85,0.8947368421052632
cb2b0a42f8d7182645cd5220e6d9bb1d5707512f,1374495365,0.0,,383,1284,1,1,1,0.0,true,11.0,7375249.0,29.0,5.0,false,4.0,1093386.0,7.0,3.0,7.0,600.0,607.0,7.0,518.0,525.0,0.0,449.0,449.0,0.0011325028312570782,0.5096262740656852,0.5096262740656852
a9098d218836aa82dc07ba94156f0d553f2f87a7,1370014115,1.0,,4,2,3,2,1,0.9206198357143051,true,2.0,-1761067.0,15.0,6.0,false,17.0,3463902.666666666,51.0,2.0,335.0,963.0,1061.0,317.0,953.0,1034.0,312.0,797.0,878.0,0.3086785009861933,0.7869822485207101,0.8668639053254438
cb5c61f66be54f5437ca78d62c51ed64aacc383e,1356646819,,,5,0,1,1,1,0.0,true,1.0,491999.0,6.0,3.0,false,22.0,624255.0,83.0,3.0,524.0,785.0,1271.0,462.0,785.0,1209.0,505.0,750.0,1219.0,0.15122534369396293,0.22444710101613868,0.3646144650328751
eea6218e425766cefc62757da85b9de058d8e312,1378925388,,,3,6,2,2,1,0.9182958340544896,true,3.0,202051.0,16.0,5.0,false,10.0,898301.5,10.0,2.0,139.0,982.0,1035.0,125.0,935.0,975.0,76.0,257.0,266.0,0.24444444444444444,0.8190476190476189,0.8476190476190476
8a7d0db7302f225a841f55e1c79a2a099f68e7c4,1379700998,,,27,0,4,2,1,0.8669320582058665,true,4.0,1074747.0,25.0,13.0,false,10.0,73771.0,55.0,4.0,782.0,2376.0,2821.0,769.0,1875.0,2311.0,763.0,2124.0,2554.0,0.1253692156219232,0.34870364292746964,0.4192648506727929
7ab98e935a63454d0736e6f8a7525a8e73cf6c04,1363892149,,,3,8,3,2,1,0.9922150607220184,true,1.0,458599.0,6.0,3.0,false,59.0,455151.33333333326,181.0,4.0,726.0,2527.0,2898.0,673.0,2275.0,2613.0,638.0,2294.0,2603.0,0.15156546489563566,0.5443548387096774,0.6176470588235294
6e4539f397bfc5dbf9ec88ddc3968621815d576b,1343630208,,,14,40,5,5,1,0.5470834973503679,true,2.0,113152.0,12.0,6.0,false,50.0,819745.5714285716,168.0,3.0,778.0,1117.0,1648.0,777.0,1116.0,1646.0,466.0,814.0,1190.0,0.22758284600389864,0.3971734892787525,0.5804093567251462
00d65fa8bf83c2e9e5937108cbbf096918bbd23f,1343179910,,,11,6,1,1,1,0.0,true,4.0,57411.0,17.0,7.0,false,1.0,1229338.0,2.0,3.0,66.0,723.0,759.0,66.0,723.0,759.0,32.0,514.0,535.0,0.0167427701674277,0.2612886859462202,0.2719431760527651
f129bb85c6a9e4ffaf6f97bee29d32c944575e08,1377765003,,,60,60,2,1,1,0.4689955935892812,true,4.0,3979804.0,37.0,15.0,false,15.0,338759.0,38.0,4.0,1107.0,1944.0,2829.0,1030.0,1591.0,2404.0,324.0,1527.0,1747.0,0.0553757028454592,0.2603509967626512,0.29783608791957744
958b68fb801b1c87b1e2878738c1d74f1aae7dac,1362581789,,,6,6,2,1,1,1.0,true,2.0,500468.0,23.0,9.0,false,4.0,319448.0,11.0,3.0,34.0,2328.0,2336.0,34.0,2131.0,2139.0,28.0,2164.0,2166.0,0.007102620622091598,0.5302473671320108,0.5307372030369826
e27b171883c1b87b8d2fdf0994947d4b93e640d9,1354187888,,,15,0,1,2,1,0.5665095065529053,true,1.0,31370.0,9.0,5.0,false,19.0,265719.5,49.0,4.0,53.0,343.0,346.0,53.0,343.0,346.0,46.0,220.0,222.0,0.20085470085470086,0.9444444444444444,0.9529914529914528
567c0e78a3078cb5a3f200321a6d99173d8afc5f,1328345276,,,25,30,1,3,1,0.833189420903328,true,2.0,493703.0,14.0,4.0,false,30.0,86143.2,64.0,3.0,13.0,340.0,350.0,12.0,340.0,349.0,9.0,265.0,271.0,0.013386880856760376,0.356091030789826,0.36412315930388217
